idx,gid,rayon_id,rayon_en,rayon_ru,oblast_id,oblast_en,oblast_ru,country_id
5623,79,1708215,Dustlik,Дустликский,1708,Djizakh,Джизакская,UZB
5735,191,3907221,Niyazov,Ниязовский,3907,Mary,Марыйская,TKM
5501,265,1735233,Turtkul,Турткульский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
3818,122,1710220,Kamashi,Камашинский,1710,Qashkadarya,Кашкадарьинская,UZB
3646,258,3909208,Tedjen,Тедженский,3909,Ahal,Ахалская,TKM
5615,71,5003024,Dashti Archi,Dashti Archi,5003,Kunduz,Kunduz,AFG
5758,214,5003027,Qala-I-Zal,Qala-I-Zal,5003,Kunduz,Kunduz,AFG
445,137,1958226,Kazygurt,Кызыгуртский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
5724,180,1708223,Mirzachul,Мирзачульский,1708,Djizakh,Джизакская,UZB
5602,58,3908234,Chardjov,Чарджевский,3908,Lebap,Лебапская,TKM
5600,56,5001009,Char Bolak,Char Bolak,5001,Balkh,Balkh,AFG
5575,31,3909203,Bakher,Бахерденский,3909,Ahal,Ахалская,TKM
3682,294,1708225,Zafarabad,Зафарабадский,1708,Djizakh,Джизакская,UZB
4056,52,1706207,Bukhara,Бухарский,1706,Bukhara,Бухарская,UZB
5749,205,3502231,Panj,Пянжский,3502,Khatlon,Хатлонская,TJK
5637,93,3907209,Garagum,Гарагумский,3907,Mary,Марыйская,TKM
5581,37,1724212,Bayaut,Баяутский,1724,Sirdarya,Сырдарьинская,UZB
5599,55,1730212,Buvayda,Бувайдинский,1730,Fergana,Ферганская,UZB
3425,37,1724212,Bayaut,Баяутский,1724,Sirdarya,Сырдарьинская,UZB
2141,293,1708218,Zaamin,Зааминский,1708,Djizakh,Джизакская,UZB
5683,139,3906213,Keneurgench,Кенеургенчский,3906,Dashhovuz,Дашховузская,TKM
2503,39,3907202,Bayramaly,Байрамалыйский,3907,Mary,Марыйская,TKM
2961,189,1712230,Navbahor,Навбвхорский,1712,Navoi,Навоийская,UZB
5812,268,1703217,Ulugnor,Улугнорский,1703,Andijan,Андижанская,UZB
5829,285,1733236,Yangiaryk,Янгиарыкский,1733,Khorezm,Хорезмская,UZB
5645,101,3907211,Gushgy,Гушгынский,3907,Mary,Марыйская,TKM
3309,229,1958237,Saryagash,Сарыагашский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
5582,38,1958203,Baydibek,район Байдибека,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
5553,9,1706204,Alat,Алатский,1706,Bukhara,Бухарская,UZB
5592,48,3908206,Boynyuzyn,Бойныузынский,3908,Lebap,Лебапская,TKM
5682,138,1735212,Kegeyli,Кегейлийский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
3670,282,1710250,Yakkabag,Яккабагский,1710,Qashkadarya,Кашкадарьинская,UZB
3701,5,1727212,Akhangaran,Ахангаранский,1727,Tashkent region,Ташкентская,UZB
5559,15,1703203,Andijan,Андижанский,1703,Andijan,Андижанская,UZB
3169,89,1730233,Fergana,Ферганский,1730,Fergana,Ферганская,UZB
5690,146,1724235,Khavast,Хавастский,1724,Sirdarya,Сырдарьинская,UZB
5748,204,1708228,Pakhtakor,Пахтакорский,1708,Djizakh,Джизакская,UZB
5711,167,1712216,Kyzyltepa,Кызылтепинский,1712,Navoi,Навоийская,UZB
5643,99,1724220,Gulistan,Гулистанский,1724,Sirdarya,Сырдарьинская,UZB
5836,292,3502237,Yovon,Яванский,3502,Khatlon,Хатлонская,TJK
5655,111,1703214,Izbaskan,Избасканский,1703,Andijan,Андижанская,UZB
430,122,1710220,Kamashi,Камашинский,1710,Qashkadarya,Кашкадарьинская,UZB
1072,148,1703236,Khodjaabad,Ходжабадский,1703,Andijan,Андижанская,UZB
347,39,3907202,Bayramaly,Байрамалыйский,3907,Mary,Марыйская,TKM
5659,115,3502221,Jilikul,Джиликульский,3502,Khatlon,Хатлонская,TJK
3726,30,5004002,Baghlani Jadid,Baghlani Jadid,5004,Baghlan,Baghlan,AFG
2069,221,3908210,S.Niyazova,С.Ниязова,3908,Lebap,Лебапская,TKM
5674,130,1712234,Karmana,Карманинский,1712,Navoi,Навоийская,UZB
5691,147,1733226,Khiva,Хивинский,1733,Khorezm,Хорезмская,UZB
5503,267,1714234,Uchkurgan,Учкурганский,1714,Namangan,Наманганская,UZB
5773,229,1958237,Saryagash,Сарыагашский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
1188,264,3509248,Tursunzoda,Турсунзадинский,3509,RPP,Районы Республиканского по,TJK
5727,183,3907218,Murgap,Мургапский,3907,Mary,Марыйская,TKM
1858,10,5003022,Ali abad,Ali abad,5003,Kunduz,Kunduz,AFG
4038,34,5001008,Balkh,Balkh,5001,Balkh,Balkh,AFG
5556,12,1703202,Altynkul,Алтынкульский,1703,Andijan,Андижанская,UZB
5721,177,1714204,Mingbulak,Мингбулакский,1714,Namangan,Наманганская,UZB
378,70,3906226,Dashhovuz,Дашховузский,3906,Dashhovuz,Дашховузская,TKM
5743,199,1958207,Ordabasin,Ордабасынский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
2880,108,3505205,Isfara,Исфаринский,3503,Sogd,Согдийская,TJK
5813,269,1733217,Urgench,Ургенчский,1733,Khorezm,Хорезмская,UZB
2460,304,3502235,Baljuvon,Балджуванский,3502,Khatlon,Хатлонская,TJK
2362,206,3503211,Panjakent,Пенджикентский,3503,Sogd,Согдийская,TJK
5835,291,1727239,Ykarichirchik,Юкаричирчикский,1727,Tashkent region,Ташкентская,UZB
5840,296,1708220,Zarbdar,Зарбдарский,1708,Djizakh,Джизакская,UZB
5566,22,1703224,Asaka,Асакинский,1703,Andijan,Андижанская,UZB
5796,252,3906222,Tagtynskiy,Тагтынский,3906,Dashhovuz,Дашховузская,TKM
5341,105,1733220,Hazarasp,Хазараспский,1733,Khorezm,Хорезмская,UZB
5707,163,1730206,Kushtepa,Куштепинский,1730,Fergana,Ферганская,UZB
439,131,1710224,Karshi,Каршинский,1710,Qashkadarya,Кашкадарьинская,UZB
389,81,1735250,Ellikkala,Элликалинский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
518,210,1706240,Peshku,Пешкунский,1706,Bukhara,Бухарская,UZB
5730,186,1714212,Namangan,Наманганский,1714,Namangan,Наманганская,UZB
200,200,1958217,Otyrar,Отырарский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
5695,151,3502219,Khuroson,Хуросонский,3502,Khatlon,Хатлонская,TJK
5656,112,3503203,Jabbor Rasulov,Жаббор Расуловский,3503,Sogd,Согдийская,TJK
2057,209,1718205,Pastdargom,Пастдаргомский,1718,Samarkand,Самаркандская,UZB
5800,256,1730227,Tashlak,Ташлакский,1730,Fergana,Ферганская,UZB
5759,215,5006021,Qarqin,Qarqin,5006,Jawzjan,Jawzjan,AFG
5815,271,1727253,Urtachirchik,Уртачирчикский,1727,Tashkent region,Ташкентская,UZB
370,62,5001010,Chimtal,Chimtal,5001,Balkh,Balkh,AFG
5597,53,1703237,Bulakbashi,Булакбашинский,1703,Andijan,Андижанская,UZB
371,63,1727256,Chinaz,Чиназский,1727,Tashkent region,Ташкентская,UZB
5126,198,1712209,Nurata,Нуратинский,1712,Navoi,Навоийская,UZB
5807,263,3907232,Turkmengaly,Туркменгалынский,3907,Mary,Марыйская,TKM
5548,4,3906217,Akdeli,Акдепинский,3906,Dashhovuz,Дашховузская,TKM
5644,100,1733208,Gurlen,Гурленский,1733,Khorezm,Хорезмская,UZB
5702,158,3502225,Kulob,Кулабский,3502,Khatlon,Хатлонская,TJK
5620,76,1703211,Djalalkuduk,Джалалкудукский,1703,Andijan,Андижанская,UZB
2607,143,5003025,Khan Abad,Khan Abad,5003,Kunduz,Kunduz,AFG
5804,260,1722220,Termez,Термезский,1722,Surkhandarya,Сурхандарьинская,UZB
5622,78,1722212,Djarkurgan,Джаркурганский,1722,Surkhandarya,Сурхандарьинская,UZB
5788,244,5001039,Shortepa,Shortepa,5001,Balkh,Balkh,AFG
5723,179,1724228,Mirzaabad,Мирзаабдский,1724,Sirdarya,Сырдарьинская,UZB
5700,156,1733212,Koshkupyr,Кошкупырский,1733,Khorezm,Хорезмская,UZB
5130,202,1718224,Paiaryk,Пайарыкский,1718,Samarkand,Самаркандская,UZB
5634,90,1730231,Furkat,Фуркатский,1730,Fergana,Ферганская,UZB
828,212,5004007,Puli Khumri,Puli Khumri,5004,Baghlan,Baghlan,AFG
5734,190,1710235,Nishan,Нишанский,1710,Qashkadarya,Кашкадарьинская,UZB
3161,81,1735250,Ellikkala,Элликалинский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
5646,102,1710207,Guzar,Гузарский,1710,Qashkadarya,Кашкадарьинская,UZB
5740,196,1735225,Nukus,Нукусский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
5353,117,3305258,Kadamjay,Кадамжайский,3305,Batken,Баткенский,KGZ
5833,289,1730242,Yazyavan,Язъяванский,1730,Fergana,Ферганская,UZB
5636,92,3908213,Garabekvyul,Гарабеквюлский,3908,Lebap,Лебапская,TKM
5810,266,1730221,Uchkuprik,Учкуприкский,1730,Fergana,Ферганская,UZB
328,20,1708201,Arnasay,Арнасайский,1708,Djizakh,Джизакская,UZB
5618,74,1722210,Denau,Денауский,1722,Surkhandarya,Сурхандарьинская,UZB
4206,202,1718224,Paiaryk,Пайарыкский,1718,Samarkand,Самаркандская,UZB
5731,187,1718218,Narpay,Нарпайский,1718,Samarkand,Самаркандская,UZB
5678,134,1710237,Kasbiy,Касбийский,1710,Qashkadarya,Кашкадарьинская,UZB
3591,203,1718230,Pakhtachi,Пахтачийский,1718,Samarkand,Самаркандская,UZB
2947,175,5001014,Mazar-i-Sharif,Mazar-i-Sharif,5001,Balkh,Balkh,AFG
4326,14,1735204,Amudarya,Амударьинский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
5752,208,1727249,Parkent,Паркентский,1727,Tashkent region,Ташкентская,UZB
5182,254,1735230,Takhtakupyr,Тахтакупырский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
5650,106,5003036,Hazrati Imam,Hazrati Imam,5003,Kunduz,Kunduz,AFG
4970,42,1727220,Bekabad,Бекабадский,1727,Tashkent region,Ташкентская,UZB
265,265,1735233,Turtkul,Турткульский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
3268,188,1714216,Naryn,Нарынский,1714,Namangan,Наманганская,UZB
3624,236,3502236,Shahrtuz,Шартузский,3502,Khatlon,Хатлонская,TJK
5716,172,1703227,Markhamat,Мархаматский,1703,Andijan,Андижанская,UZB
2083,235,1710245,Shahrisabz,Шахрисабский,1710,Qashkadarya,Кашкадарьинская,UZB
5545,1,3502224,A.Dzhami,А.Джоми,3502,Khatlon,Хатлонская,TJK
5671,127,1706220,Karaulbazar,Караулбазарский,1706,Bukhara,Бухарская,UZB
5830,286,1733233,Yangibazar,Янгибазарский,1733,Khorezm,Хорезмская,UZB
5593,49,1703209,Boz,Бозский,1703,Andijan,Андижанская,UZB
5648,104,3502227,Hamadoni,Хамадони,3502,Khatlon,Хатлонская,TJK
253,253,1726205,Tashkent city,Ташкент г.,1726,Tashkent city,город Ташкент,UZB
5663,119,3909205,Kaki,Какинский,3909,Ahal,Ахалская,TKM
3293,213,3502222,Qabodiyon,Кабадиянский,3502,Khatlon,Хатлонская,TJK
3256,176,5006020,Mingajik,Mingajik,5006,Jawzjan,Jawzjan,AFG
5699,155,3503206,Konibodom,Канибадамский,3503,Sogd,Согдийская,TJK
988,64,1710242,Chirakchi,Чиракчинский,1710,Qashkadarya,Кашкадарьинская,UZB
5633,89,1730233,Fergana,Ферганский,1730,Fergana,Ферганская,UZB
3924,228,1722217,Sariasiya,Сариасийский,1722,Surkhandarya,Сурхандарьинская,UZB
5775,231,1724216,Sayhunabad,Сайхунабадский,1724,Sirdarya,Сырдарьинская,UZB
4163,159,1722214,Kumkurgan,Кумкурганский,1722,Surkhandarya,Сурхандарьинская,UZB
1173,249,3303250,Suzak,Сузакский,3303,Djalal-Abad,Джалал-Абадская,KGZ
4773,153,1727248,Kibray,Кибрайский,1727,Tashkent region,Ташкентская,UZB
5665,121,5001038,Kaldar,Kaldar,5001,Balkh,Balkh,AFG
5647,103,3909202,Gyaver,Гяверсский,3909,Ahal,Ахалская,TKM
5824,280,3907205,Vekilbazar,Векилбазарский,3907,Mary,Марыйская,TKM
5630,86,5005029,Farkhar,Farkhar,5005,Takhar,Takhar,AFG
2909,137,1958226,Kazygurt,Кызыгуртский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
5605,61,1735240,Chimbay,Чимбайский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
1311,79,1708215,Dustlik,Дустликский,1708,Djizakh,Джизакская,UZB
5790,246,1722226,Shurchi,Шурчинский,1722,Surkhandarya,Сурхандарьинская,UZB
519,211,1727250,Pskent,Пскентский,1727,Tashkent region,Ташкентская,UZB
5817,273,1730230,Uzbekistan,Узбекистанский,1730,Fergana,Ферганская,UZB
1196,272,1714229,Uychi,Уйчинский,1714,Namangan,Наманганская,UZB
1789,249,3303250,Suzak,Сузакский,3303,Djalal-Abad,Джалал-Абадская,KGZ
5777,233,1706258,Shafirkan,Шафирканский,1706,Bukhara,Бухарская,UZB
4471,159,1722214,Kumkurgan,Кумкурганский,1722,Surkhandarya,Сурхандарьинская,UZB
2716,252,3906222,Tagtynskiy,Тагтынский,3906,Dashhovuz,Дашховузская,TKM
5832,288,1727259,Yangiyul,Янгиюльский,1727,Tashkent region,Ташкентская,UZB
3001,229,1958237,Saryagash,Сарыагашский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
5268,32,1708204,Bakhmal,Бахмальский,1708,Djizakh,Джизакская,UZB
5717,173,3907214,Mary,Марыйский,3907,Mary,Марыйская,TKM
5662,118,1706219,Kagan,Каганский,1706,Bukhara,Бухарская,UZB
5774,230,3908222,Sayat,Саятский,3908,Lebap,Лебапская,TKM
5769,225,3909207,Sarah,Сарахский,3909,Ahal,Ахалская,TKM
4347,35,1703206,Balykchi,Балыкчинский,1703,Andijan,Андижанская,UZB
5684,140,3908217,Kerki,Керкинский,3908,Lebap,Лебапская,TKM
1560,20,1708201,Arnasay,Арнасайский,1708,Djizakh,Джизакская,UZB
4607,295,3503204,Zafarobod,Зафарабадский,3503,Sogd,Согдийская,TJK
3652,264,3509248,Tursunzoda,Турсунзадинский,3509,RPP,Районы Республиканского по,TJK
5609,65,1714237,Chust,Чустский,1714,Namangan,Наманганская,UZB
5792,248,3503209,Spitamen,Спитаменский,3503,Sogd,Согдийская,TJK
5761,217,1730224,Rishtan,Риштанский,1730,Fergana,Ферганская,UZB
656,40,1722204,Baysun,Байсунский,1722,Surkhandarya,Сурхандарьинская,UZB
3027,255,5005033,Taluqan,Taluqan,5005,Takhar,Takhar,AFG
5570,26,3909206,Badaykhan,Бабадайханский,3909,Ahal,Ахалская,TKM
5638,94,3909204,Gekdeli,Гекдепинский,3909,Ahal,Ахалская,TKM
5781,237,1703230,Shakhrihan,Шахриханский,1703,Andijan,Андижанская,UZB
5131,203,1718230,Pakhtachi,Пахтачийский,1718,Samarkand,Самаркандская,UZB
2097,249,3303250,Suzak,Сузакский,3303,Djalal-Abad,Джалал-Абадская,KGZ
5850,306,3907224,Sakarchagin,Сакарчягинский,3907,Mary,Марыйская,TKM
4351,39,3907202,Bayramaly,Байрамалыйский,3907,Mary,Марыйская,TKM
4173,169,3305236,Leylek,Лейлекский,3305,Batken,Баткенский,KGZ
5555,11,1730203,Altyaryk,Алтыарыкский,1730,Fergana,Ферганская,UZB
4158,154,1710232,Kitab,Китабский,1710,Qashkadarya,Кашкадарьинская,UZB
5557,13,1722201,Altynsay,Алтынсайский,1722,Surkhandarya,Сурхандарьинская,UZB
5679,135,1718215,Kattakurgan,Каттакурганский,1718,Samarkand,Самаркандская,UZB
5782,238,1708212,Sharaf Rashidov,Шараф Рашидовск,1708,Djizakh,Джизакская,UZB
5771,227,1724226,Sardob,Сардобский,1724,Sirdarya,Сырдарьинская,UZB
5610,66,1730236,Dangara,Дангаринский,1730,Fergana,Ферганская,UZB
5753,209,1718205,Pastdargom,Пастдаргомский,1718,Samarkand,Самаркандская,UZB
2316,160,5003026,Kunduz,Kunduz,5003,Kunduz,Kunduz,AFG
5560,16,1722202,Angor,Ангорский,1722,Surkhandarya,Сурхандарьинская,UZB
2547,83,3509249,Faizobod,Файзабадский,3509,RPP,Районы Республиканского по,TJK
5595,51,1727228,Buka,Букинский,1727,Tashkent region,Ташкентская,UZB
5733,189,1712230,Navbahor,Навбвхорский,1712,Navoi,Навоийская,UZB
1380,148,1703236,Khodjaabad,Ходжабадский,1703,Andijan,Андижанская,UZB
4838,218,1706242,Romitan,Ромитанский,1706,Bukhara,Бухарская,UZB
5801,257,1718234,Taylak,Тайлакский,1718,Samarkand,Самаркандская,UZB
2469,5,1727212,Akhangaran,Ахангаранский,1727,Tashkent region,Ташкентская,UZB
2972,200,1958217,Otyrar,Отырарский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
116,116,1706246,Jondor,Жондорский,1706,Bukhara,Бухарская,UZB
3054,282,1710250,Yakkabag,Яккабагский,1710,Qashkadarya,Кашкадарьинская,UZB
5569,25,3503212,B.Ghafurov,Б.Гафуровский,3503,Sogd,Согдийская,TJK
580,272,1714229,Uychi,Уйчинский,1714,Namangan,Наманганская,UZB
3465,77,1718209,Djambay,Джамбайский,1718,Samarkand,Самаркандская,UZB
5820,276,1706212,Vabkent,Вабкентский,1706,Bukhara,Бухарская,UZB
275,275,1722221,Uzun,Узунский,1722,Surkhandarya,Сурхандарьинская,UZB
133,133,1714207,Kasansay,Мингбулакский,1714,Namangan,Наманганская,UZB
5640,96,1706215,Gijduvan,Гиждуваниский,1706,Bukhara,Бухарская,UZB
5708,164,1730218,Kuva,Кувинский,1730,Fergana,Ферганская,UZB
2806,34,5001008,Balkh,Balkh,5001,Balkh,Balkh,AFG
1847,307,1727237,Zangiata,Зангиатинский,1727,Tashkent region,Ташкентская,UZB
5805,261,1714224,Turakurgan,Туракурганский,1714,Namangan,Наманганская,UZB
5732,188,1714216,Naryn,Нарынский,1714,Namangan,Наманганская,UZB
1974,126,1706230,Karakul,Каракульский,1706,Bukhara,Бухарская,UZB
5547,3,1718203,Akdarya,Акдарьинский,1718,Samarkand,Самаркандская,UZB
5784,240,1733230,Shavat,Шаватский,1733,Khorezm,Хорезмская,UZB
236,236,3502236,Shahrtuz,Шартузский,3502,Khatlon,Хатлонская,TJK
5572,28,1730209,Bagdad,Багадский,1730,Fergana,Ферганская,UZB
5685,141,3908229,Khalach,Халачский,3908,Lebap,Лебапская,TKM
5550,6,1727206,Akkurgan,Аккурганский,1727,Tashkent region,Ташкентская,UZB
2713,249,3303250,Suzak,Сузакский,3303,Djalal-Abad,Джалал-Абадская,KGZ
5624,80,3908208,Dyanev,Дяневский,3908,Lebap,Лебапская,TKM
117,117,3305258,Kadamjay,Кадамжайский,3305,Batken,Баткенский,KGZ
5838,294,1708225,Zafarabad,Зафарабадский,1708,Djizakh,Джизакская,UZB
5546,2,1724206,Akaltyn,Акалтынский,1724,Sirdarya,Сырдарьинская,UZB
1833,293,1708218,Zaamin,Зааминский,1708,Djizakh,Джизакская,UZB
5589,45,3502216,Bokhtar,Бохтарский,3502,Khatlon,Хатлонская,TJK
5725,181,1710234,Mubarek,Мубарекский,1710,Qashkadarya,Кашкадарьинская,UZB
5558,14,1735204,Amudarya,Амударьинский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
5578,34,5001008,Balkh,Balkh,5001,Balkh,Balkh,AFG
1910,62,5001010,Chimtal,Chimtal,5001,Balkh,Balkh,AFG
5825,281,3502218,Vose',Восейский,3502,Khatlon,Хатлонская,TJK
5778,234,3509250,Shahrinav,Шахринавский,3509,RPP,Районы Республиканского по,TJK
2241,85,1708235,Farish,Фаришский,1708,Djizakh,Джизакская,UZB
3937,241,1722223,Sherabat,Шерабатский,1722,Surkhandarya,Сурхандарьинская,UZB
3008,236,3502236,Shahrtuz,Шартузский,3502,Khatlon,Хатлонская,TJK
5658,114,1921238,Janakorgan,Жанакорганский район,1921,Kyzylorda,Кызылординская,KAZ
3206,126,1706230,Karakul,Каракульский,1706,Bukhara,Бухарская,UZB
2273,117,3305258,Kadamjay,Кадамжайский,3305,Batken,Баткенский,KGZ
5821,277,3509237,Vahdat,Вахдатский,3509,RPP,Районы Республиканского по,TJK
5696,152,5005032,Khwaja Ghar,Khwaja Ghar,5005,Takhar,Takhar,AFG
953,29,5004001,Baghlan City,Baghlan City,5004,Baghlan,Baghlan,AFG
5668,124,1735218,Kanlykul,Канлыкульский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
1329,97,3509240,Gissar,Гиссарский,3509,RPP,Районы Республиканского по,TJK
5594,50,1735209,Bozatauz,Бозатаузский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
1728,188,1714216,Naryn,Нарынский,1714,Namangan,Наманганская,UZB
5673,129,1921216,Karmakshi,Кармакшынский район,1921,Kyzylorda,Кызылординская,KAZ
2391,235,1710245,Shahrisabz,Шахрисабский,1710,Qashkadarya,Кашкадарьинская,UZB
2175,19,3306211,Aravan,Араванский,3306,Osh,Ошская,KGZ
2106,258,3909208,Tedjen,Тедженский,3909,Ahal,Ахалская,TKM
5562,18,1921204,Aralsk,Аральский район,1921,Kyzylorda,Кызылординская,KAZ
852,236,3502236,Shahrtuz,Шартузский,3502,Khatlon,Хатлонская,TJK
5613,69,5005028,Darqad,Darqad,5005,Takhar,Takhar,AFG
5657,113,1921208,Jalagash,Жалагашский район,1921,Kyzylorda,Кызылординская,KAZ
801,185,5001015,Nahri Shahi,Nahri Shahi,5001,Balkh,Balkh,AFG
5680,136,1921213,Kazaly,Казалынский район,1921,Kyzylorda,Кызылординская,KAZ
5712,168,1921203,Kzylorda,Кызылорда г.а.,1921,Kyzylorda,Кызылординская,KAZ
5710,166,1727233,Kuyichrchik,Куйичирчикский,1727,Tashkent region,Ташкентская,UZB
5826,282,1710250,Yakkabag,Яккабагский,1710,Qashkadarya,Кашкадарьинская,UZB
5768,224,1718233,Samarkand,Самаркандский,1718,Samarkand,Самаркандская,UZB
5619,75,5001012,Dihdadi,Dihdadi,5001,Balkh,Balkh,AFG
557,249,3303250,Suzak,Сузакский,3303,Djalal-Abad,Джалал-Абадская,KGZ
5834,290,3906205,Yilan,Йыланлыйский,3906,Dashhovuz,Дашховузская,TKM
5739,195,3502212,Nosiri Khusrav,Носир-Хусравский,3502,Khatlon,Хатлонская,TJK
1330,98,3906228,Gubadag,Губадагский,3906,Dashhovuz,Дашховузская,TKM
1256,24,3503200,Asht,Аштский,3503,Sogd,Согдийская,TJK
5628,84,3908226,Faral,Фарапский,3908,Lebap,Лебапская,TKM
5849,305,3907228,Tagtabazar,Тагтабазарский,3907,Mary,Марыйская,TKM
5806,262,1958246,Turkistan,Туркистан г.а.,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
5651,107,3908230,Hodjambaz,Ходжамбазский,3908,Lebap,Лебапская,TKM
551,243,5001016,Sholgara,Sholgara,5001,Balkh,Balkh,AFG
2796,24,3503200,Asht,Аштский,3503,Sogd,Согдийская,TJK
1005,81,1735250,Ellikkala,Элликалинский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
5565,21,1958205,Arys,Арыс г.а.,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
5179,251,1724231,Syrdarya,Сырдарьинский,1724,Sirdarya,Сырдарьинская,UZB
573,265,1735233,Turtkul,Турткульский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
5789,245,1735243,Shumanay,Шуманайский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
725,109,1718212,Ishtykhan,Иштыханский,1718,Samarkand,Самаркандская,UZB
5577,33,3902000,Balkan,Балканская,3902,Balkan,Балканская,TKM
1189,265,1735233,Turtkul,Турткульский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
5590,46,3906209,Boldumsaz,Болдумсазский,3906,Dashhovuz,Дашховузская,TKM
1456,224,1718233,Samarkand,Самаркандский,1718,Samarkand,Самаркандская,UZB
1276,44,1730215,Besharyk,Бешарыкский,1730,Fergana,Ферганская,UZB
5709,165,1730408,Kuvasay,Кувасайский,1730,Fergana,Ферганская,UZB
431,123,1712211,Kanimekh,Канимехский,1712,Navoi,Навоийская,UZB
1443,211,1727250,Pskent,Пскентский,1727,Tashkent region,Ташкентская,UZB
5654,110,3503210,Istaravshan,Истаравшанский,3503,Sogd,Согдийская,TJK
5635,91,1708209,Gallyaaral,Галляаральский,1708,Djizakh,Джизакская,UZB
460,152,5005032,Khwaja Ghar,Khwaja Ghar,5005,Takhar,Takhar,AFG
5639,95,3503202,Ghonchi,Гансчинский,3503,Sogd,Согдийская,TJK
5776,232,1958234,Sayram,Сайрамский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
744,128,1735211,Karauzyak,Караузякский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
3417,29,5004001,Baghlan City,Baghlan City,5004,Baghlan,Baghlan,AFG
5843,299,1958223,Tolebi,Толе Би район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
5845,301,1958401,Shimkent,Шымкент г.а.,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
1122,198,1712209,Nurata,Нуратинский,1712,Navoi,Навоийская,UZB
1884,36,3305214,Batken,Баткенский,3305,Batken,Баткенский,KGZ
3926,230,3908222,Sayat,Саятский,3908,Lebap,Лебапская,TKM
3532,144,1733223,Khanka,Ханкинский,1733,Khorezm,Хорезмская,UZB
3296,216,3502226,Qumsangir,Кумсангирский,3502,Khatlon,Хатлонская,TJK
586,278,3502217,Vakhsh,Вахшский,3502,Khatlon,Хатлонская,TJK
2434,278,3502217,Vakhsh,Вахшский,3502,Khatlon,Хатлонская,TJK
4307,303,3502234,Khovaling,Ховалингский,3502,Khatlon,Хатлонская,TJK
4393,81,1735250,Ellikkala,Элликалинский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
20,20,1708201,Arnasay,Арнасайский,1708,Djizakh,Джизакская,UZB
377,69,5005028,Darqad,Darqad,5005,Takhar,Takhar,AFG
967,43,1735207,Beruniy,Берунийский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
4613,301,1958401,Shimkent,Шымкент г.а.,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
2938,166,1727233,Kuyichrchik,Куйичирчикский,1727,Tashkent region,Ташкентская,UZB
3030,258,3909208,Tedjen,Тедженский,3909,Ahal,Ахалская,TKM
635,19,3306211,Aravan,Араванский,3306,Osh,Ошская,KGZ
3777,81,1735250,Ellikkala,Элликалинский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
1908,60,1714236,Chartak,Чартакский,1714,Namangan,Наманганская,UZB
4736,116,1706246,Jondor,Жондорский,1706,Bukhara,Бухарская,UZB
1911,63,1727256,Chinaz,Чиназский,1727,Tashkent region,Ташкентская,UZB
285,285,1733236,Yangiaryk,Янгиарыкский,1733,Khorezm,Хорезмская,UZB
1710,170,1958230,Mahtaaral,Махтааральский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
3848,152,5005032,Khwaja Ghar,Khwaja Ghar,5005,Takhar,Takhar,AFG
5483,247,1730226,Sokh,Сохский,1730,Fergana,Ферганская,UZB
2671,207,1714219,Pap,Папский,1714,Namangan,Наманганская,UZB
357,49,1703209,Boz,Бозский,1703,Andijan,Андижанская,UZB
616,308,1722215,Kizirik,Кизирикский,1722,Surkhandarya,Сурхандарьинская,UZB
